,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,TwoLeadECG,23,2,0,0.013608811948535707,-0.01493550577053636,0.5652173913043478,2.2483337558964847,0.5482823149915701,-0.028842862647354212
