,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,RefrigerationDevices,120,3,0.26342667877950243,0.0021666455948661342,-0.04329896907216496,0.5217391304347826,2.1571269241270374,0.4678788867830418,-0.03339911607956372
