,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,ECG5000,500,5,0,0.5040827794981719,0.43442955390704,0.924,1.8000114953011068,0.6494272982375078,0.49696733173149776
