,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,FordB,100,2,0.31133745529111734,0.0007545037055379869,-0.04115226337448561,0.5217391304347826,2.559326719649682,0.48085189219064833,-0.03576543281062925
