,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,TwoPatterns,1000,4,0,0.9258843370755682,0.9321105127138701,0.974,12.020350188337824,0.9490738029420857,0.9256417293526799
