,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,ChlorineConcentration,467,3,0,0.012865161792695147,-7.401593837447671e-06,0.5610278372591007,0.9808307194101937,0.3745250309678434,0.008736839894649772
