,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,ECG200,100,2,0,0.07213451120626076,0.11615396999590868,0.69,1.8324153442035356,0.5962824966911529,0.06472450132125214
