,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,PhalangesOutlinesCorrect,1800,2,0,0.00029523802644481565,-0.00081953069533931,0.6511111111111111,1.1871644485393822,0.5225834417038143,-0.00012036787735440298
