,DatasetName,NofTrainSamples,NofClasses,Shilhouette,VMesure,AdjRandIndex,Purity,DBScore,FMS,AMIS
0,FordA,100,2,0.3047585295912364,0.1712958005371039,0.1921487603305785,0.7391304347826086,2.3838660448235367,0.578512396694215,0.14243932315078445
